,Artist,Song,Lyrics
946,Justin Bieber,Miracle*,"[Lyrics from Snippet]..All you gotta do is just be there.Pray for a miracle (Oh-oh, oh-oh)EmbedShare URLCopyEmbedCopy"
947,Justin Bieber,Love Yourself (Brynny x Teddy Cream Bootleg),"[Verse 1].For all the times that you rained on my parade.And all the clubs you get in using my name.You think you broke my heart, oh girl for goodness sake.You think I'm crying on my own, well I ain't..[Refrain].And I didn't wanna write a song.'Cause I didn't want anyone thinking I still care.I don't but, you still hit my phone up.And baby I'll be movin' on.And I think you should be somethin'.I don't wanna hold back.Maybe you should know that..[Pre-Chorus].My mama don't like you and she likes everyone.And I never like to admit that I was wrong.And I've been so caught up in my job, didn't see what's going on.And now I know, I'm better sleeping on my own..[Chorus].'Cause if you like the way you look that much.Oh baby you should go and love yourself.And if you think that I'm still holdin' on to somethin'.You should go and love yourself.[Pre-Chorus].My mama don't like you and she likes everyone.And I never like to admit that I was wrong.And I've been so caught up in my job, didn't see what's going on.And now I know, I'm better sleeping on my own..[Chorus].'Cause if you like the way you look that much.Oh baby you should go and love yourself.And if you think that I'm still holdin' on to somethin'.You should go and love yourself..[Verse 2].But when you told me that you hated my friends.The only problem was with you and not them.And every time you told me my opinion was wrong.And tried to make me forget where I came from..[Refrain].And I didn't wanna write a song.'Cause I didn't want anyone thinking I still care.I don't but, you still hit my phone up.And baby I'll be movin' on.And I think you should be somethin'.I don't wanna hold back.Maybe you should know that.[Pre-Chorus].My mama don't like you and she likes everyone.And I never like to admit that I was wrong.And I've been so caught up in my job, didn't see what's going on.And now I know, I'm better sleeping on my own..[Chorus].'Cause if you like the way you look that much.Oh baby you should go and love yourself.And if you think that I'm still holdin' on to somethin'.You should go and fuck yourselfEmbedShare URLCopyEmbedCopy"
948,Justin Bieber,One Time (J-Stax Remix),"Aye aye aye aye aye aye aye aye.Aye aye aye aye aye aye aye aye.Me plus you (I'ma tell you one time).Me plus you (one time, I'ma tell you one time).Me plus you (one time, I'ma tell you one time).One time (one time).One time..When I met you girl my heart went knock knock.Now them butterflies in my stomach won't stop stop.Even though it's a struggle love is all we got.So we goin' keep keep climbin' to the mountain top..Your world is my world.And my fight is your fight.And my breath is your breath.When you're hurt, I'm not right..You're my one love, my one heart, my one life for sure.Let me tell you one time (girl I love, girl I love you).I'ma tell you one time (girl I love, girl I love you).And I'ma be your one guy.You'll be my number one girl.Always making time for you.I'ma tell you one time (girl I love, girl I love you).I'ma tell you one time (girl I love, girl I love you).Aye aye aye aye aye aye aye aye.Aye aye aye aye aye aye aye aye.Me plus you (I'ma tell you one time).Me plus you (one time, I'ma tell you one time).Me plus you (one time, I'ma tell you one time).One time (one time).One time..You look so deep, you know that it humbles me.You by my side and troubles them don't trouble me.Many have called but the chosen is you.Whatever you want shawty I'll give it to you..Me plus you (I'ma tell you one time).Me plus you (one time, I'ma tell you one time).Me plus you (one time, I'ma tell you one time).One time (one time).One time..Aye aye aye aye aye aye aye aye.Aye aye aye aye aye aye aye aye..Your world (your world) is my world.And my fight (my fight) is your fight.My breath is your breath.When you're hurt, I'm not right.You're my one love, my one heart, my one life for sure.Let me tell you one time (girl I love, girl I love you).I'ma tell you one time (girl I love, girl I love you).And I'ma be your one guy.You'll be my number one girl.Always making time for you.I'ma tell you one time (girl I love, girl I love you).I'ma tell you one time (girl I love, girl I love you)..Shawty right there.She's got everything I need and I'ma tell her one time (one time, one time).Give you everything you need, down to my last dime.She makes me happy, I know where I'll be.Right by your side 'cause she is the one..And girl you're my one love.My one heart, my one life for sure.Let me tell you one time (girl I love, girl I love you).I'ma tell you one time (girl I love, girl I love you)..And I'ma be your one guy.You'll be my number one girl.Always making time for you.I'ma tell you one time (one time).I'ma tell you one time (one time).Me plus you (I'ma tell you one time).Me plus you (one time, I'ma tell you one time).Me plus you (one time, I'ma tell you one time).One time (one time).One timeEmbedShare URLCopyEmbedCopy"
949,Justin Bieber,Boyfriend (Oliver Twizt Radio),"[Verse 1: Justin Bieber].If I was your boyfriend, I’d never let you go.I can take you places you ain’t never been before.Baby, take a chance, or you’ll never ever know.I got money in my hands that I’d really like to blow.Swag swag swag, on you.Chillin' by the fire while we eating fondue.I dunno about me, but I know about you.So say hello to falsetto in three, two, swag..[Pre-Chorus: Justin Bieber].I’d like to be everything you want.Hey girl, let me talk to you..[Chorus: Justin Bieber].If I was your boyfriend, I'd never let you go.Keep you on my arm girl, you’d never be alone.And I can be a gentleman, anything you want.If I was your boyfriend, I’d never let you go, I’d never let you go.Never let you go, never let you go.Never let you go, never let you go.Never let you go, never let you go.Never let you go, never let you go.Never let you.Three, two, swag.[Verse 2: Justin Bieber].Go, go, go, go.Tell me what you like, yeah, tell me what you don’t.I could be your Buzz Lightyear, fly across the globe.I don’t never wanna fight, yeah, you already know.I‘ma a make you shine bright, like you’re laying in the snow, burr.Girlfriend, girlfriend, you could be my girlfriend.You could be my girlfriend until the-the-the world ends.Make you dance, do a spin, and a twirl, and.Voice goin' crazy on this hook, like a whirl wind.Swaggie..[Pre-Chorus: Justin Bieber].I’d like to be everything you want.Hey girl, let me talk to you..[Chorus: Justin Bieber].If I was your boyfriend, I'd never let you go.Keep you on my arm girl, you’d never be alone.I can be a gentleman, anything you want.If I was your boyfriend, I’d never let you go, I’d never let you go.Never let you go, never let you go.Never let you go, never let you go.Never let you go, never let you go.Never let you go, never let you go.Never let you.Three, two, swagEmbedShare URLCopyEmbedCopy"
950,Justin Bieber,Rich Girl,"[Intro: Soulja Boy].Soulja Boy tell 'em (i got).Yeaah Justin Bieber (that's me).She's a rich girl (She's a rich girl)..[Chorus: Justin Bieber].She's a rich girl, Buying all the clothes.Wrist full of gold, You already know.Shes a rich girl, Yeah, she's got cash.Pocket so thick, She don't even have to ask.She's a rich girl, Rich girl.She's a rich girl, Rich girl.Ayo Ayo..[Verse 1: Justin Bieber].When I met you girl.I tried to pay for dinner.Pulled out your card.I thought I had a winner.She said Boy I got it, Then I said no.But I like a girl who's in control.She's my rich girl, Rich girl..[Verse 2: Soulja Boy].She rides a barbie phantom.She lives in a barbie mansion.She's a rich girl.She got a lot of money.She credit card shawty.She credit card shopping.Look good when she shoppin.Man she look good when she talking and she walkin.She walk like a model.She shop like a balla.She shop like a NFL, NBA, high school scholar.[Chorus: Justin Bieber].She's a rich girl, Buying all the clothes.Wrist full of gold, You already know.She's a rich girl, Yeah, she's got cash.Pocket so thick, She don't even have to ask.She's a rich girl, Rich girl.She's a rich girl, Rich girl.Aye oh Aye oh Aye oh...[Verse 3: Soulja Boy].21st birthday she got a Louis V Mercedes.Droptop, Oh my God, Baby, I think I love you.Girl, I know you rich and you know I rich so.Together we filthy.I'll lend you it is empty.You can get it cuz I got plenty.Everyday, all night.You and me.And we ballin' yeah..[Chorus: Justin Bieber].She's a rich girl, Buying all the clothes.Wrist full of gold, You already know.She's a rich girl, Yeah, she's got cash.Pocket so thick, She don't even have to ask.She's a rich girl, Rich girl.She's a rich girl, Rich girl.Aye oh Aye oh Aye oh..[Verse 4: Soulja Boy]..King and she my queen.When I first met her, I didn't even have anything.She had more money than me.She was a rich girl, Grew up in a messed up world.And I met her, She didn't think less of me.She get the bigger picture, She know we both rich.But when we die we can't take it with us.We belong together, Yeah she's so special.She's my rich girl, but if she was broke, I would still...And my neck froze, I told her I was hot.She told me that she cold.Together a by tornado so we spin across the globe.I make money every day.And everybody surely knows.I'm a rich boy, a young pretty guy.She's pretty fly and She's pretty high.We're high together we may change weather.We may change weather, Totes and a leather, mink..[Chorus: Justin Bieber].She's a rich girl, Buying all the clothes.Wrist full of gold, You already know.She's a rich girl, Yeah, she's got cash.Pocket so thick, She don't even have to ask.She's a rich girl, Rich girl.She's a rich girl, Rich girl.Aye oh Aye oh Aye oh (x2).[Outro: Justin Bieber].She's my rich girl (She's my rich girl) (x2).Yeah.Justin Bieber.Soulja Boy.RICH GIRL!!EmbedShare URLCopyEmbedCopy"
951,Justin Bieber,You Want Me (Remix),"[Intro].Ha.It's Justin Bieber..[Pre-Chorus].I can take you to a new world.Take your problems away.Tell me what you want to do girl.Just come right this way.I don't never need a new girl (no).Cause you're here to stay.Let me show you what I do girl.And you'll never leave..[Chorus].You want me.Girl, you know you want me.You want me, you want me.Girl, you know you want me right (go) right (go).Right, right.Girl, you know you want me right..[Verse 1].Yeah you said that you love me.Yeah I said that I love you too.Let you know that you're lovely.Flowers for nothing just for you.You know I got you until the whole world ends.You know I got you.Won't you come and be my girlfriend?.[Rap].Cause you're scared to fall.But you won't spread your wings.You know it's hard to fly.When you don't try new things.And I'm a be the one to make you smile for a minute.Put your head down, lick it down for a minute..[Verse 2].Baby, (baby) this sounds crazy (this sounds crazy).Thinking about you lately (thinking about you lately).I just need a [?] I just need a lady.(Save Me)..[Pre-Chorus].I can take you to a new world.Take your problems away.Tell me what you want to do girl.Just come right this way.I don't never need a new girl.Cause you're here to stay.Let me show you what I do girl.And you'll never leave..[Chorus].You want me.Girl, you know you want me.You want me, you want me.Girl, you know you want me right, right.Right, right.Girl, you know you want me right.[Pre-Chorus].I can take you to a new world.Take your problems away.Tell me what you want to do girl.Just come right this way.I don't never need a new girl.Cause you're here to stay.Let me show you what I do girl.And you'll never leave..[Chorus].You want me.Girl, you know you want me.You want me, you want me.Girl, you know you want me right, right.Right, right.Girl, you know you want me right..Verse: (AcEtheGenius).Baby it's AcE come over to my place maybe we could stay|.Take you to the moon and beyond you remember that other dude you were with and now he's gone, it's not your fault he ain't answer the phone|.You deserve better and you deserve more, take you to the new world and down to the core no wonder you were bored|.I wish I had the money to buy you diamonds and gold even if it was little like someone's ""OH"" Haha ok hold|.We could up in flight take the route to the sky never make you cry like when he said bye-bye|.Girl you know you want me and you know you hate him c'mon girl quit playing|.You want me bad even though he's just sad, oh man you look mad|.Am I hurting your feelings well I hope I did, you said you would get me bro don't KiD|."
952,Justin Bieber,Hey Girl (Remix),"[Intro: Justin Bieber].Whoa oh, yeah..[Verse 1: Justin Bieber].Ever since I met you, babe.I couldn't fight this feeling, oh no.I'm the type to give you everything I have.She’s priceless for real, oh whoa.You don’t ever have to do a thing.But give me all your love and affection, oh whoa.You have something going for yourself.That’s the type of girl for me..[Pre-Chorus: Justin Bieber].Take you on a trip right by my side.To a special place where we belong (Ooh).So many things that are on my mind.Can't wait to get you all alone (Ooh)..[Chorus: Justin Bieber].Hey girl, you're something out a magazinе.You're something off a movie screen.(Somеthing off a movie screen).Hey girl, I need you, more than words could say.(Whoa, whoa, oh babe).Hey girl (Hey babe), you’re something like a silhouette (Yeah).What you see is what you get, oh.Hey girl (Girl), I need you, more than words could say (Whoa, whoa).[Verse 2: T.I.].Hey girl, do I feel like everything in my life (My life).Jump again and end with late night.I think I love you more than I love me (I really do).You say you love me more, is that right? (Yeah).I doubt it I change the thing that I can.If you could never mind the thing that I can't.If you appreciate the man that I am.And not remind me the things that I ain't.I can't just stand around and be fake (Nah).'Cause of the type of people we hate (Haha).It's a private estate, you wrapped around my heart.Can't believe I let you walk through these gates.Love seein' your tattoos and your toes out.From a presidential to a fold guy.You stuck with me, I'm fuckin' with you.Suck and whine, throwing down with you.I saw what I want, I took that (Took it).Since then shawty a look bad (Never).If them don't wanted you as much as I do (Heh).If I would tell you to get to it bad (Shown up).This is staying like me, girl (I see you, girl).And my boo, you're a keeper, girl (You're a keeper, girl).Smile every time I see you, girl (I see you, girl).Hurts every time I leave a girl (Ay).[Pre-Chorus: Justin Bieber].Take you on a trip right by my side.To a special place where we belong (Ooh).So many things that are on my mind.Can’t wait to get you all alone (Ooh)..[Chorus: Justin Bieber].Hey girl, you're something out a magazine.You're something off a movie screen.(Something off a movie screen).Hey girl, I need you, more than words could say.(Whoa, whoa, oh babe).Hey girl (Hey babe), you’re something like a silhouette (Yeah).What you see is what you get, oh.Hey girl (Girl), I need you, more than words could say (Whoa, whoa)..[Open Verse]..[Chorus: Justin Bieber].Hey girl, you’re something out a magazine.You’re something off a movie screen.Hey girl, I need you, more than words could say (Whoa, whoa, oh babe).Hey girl (Hey babe), you’re something like a silhouette (Yeah).What you see is what you get, oh.Hey girl (Girl), I need you, more than words could say (Whoa, whoa)EmbedShare URLCopyEmbedCopy"
953,Justin Bieber,Confident - Single Version,"[Produced by Soundz]..[Intro: Justin Bieber].Don't do it to me.Don't do it to me (Oh, no, no, oh, no, no).Don't do it to me (Oh, no, no, oh, no, no).Don't do it to me (Oh, no, no, oh, no, no).Don't do it to me (Oh, no, no, oh, no, no)..[Verse 1: Justin Bieber].Focused, I'm focused.She got a body like that.I ain't never seen nothin' like that, uh-uh.Like a fantasy in front of me, yeah.I think that something special is going down.That's right, I think she foreign (Foreign).I think she foreign (Foreign), got passports.Mi amor ('Mor) started slow (Slow), got faster.She gon' work some more (More), work some more (More).No stopping her now (Now, now).No stopping her now (Now, now, now, now)..[Pre-Chorus: Justin Bieber].Then she started dancing, sexual romancing.Nasty but she fancy, lipstick on my satin sheets.What's your nationality? I wonder if there's morе of you.She's got my attention, she's confidеnt.[Chorus: Justin Bieber].Oh, no, no, oh, no, no, she's confident.Oh, no, no, oh, no, no, and I'm down with it.Oh, no, no, oh, no, no, she's confident.You could tell by the way she walks in the room..[Post-Chorus: Justin Bieber].She said it's her first time (Oh, yeah, yeah).I think she might have lied.Feels so good, damn (Oh, yeah, yeah).And I don't know why.I'm addicted (Oh, yeah, yeah).Something like an addict.Got me twisted (Oh, yeah, yeah).But still I gotta have it..[Verse 2: Justin Bieber].Explosive, explosive.I could still smell her perfume.It's not hard to notice, that I'm open.Hypnotized by the way she moves..[Pre-Chorus: Justin Bieber].Then she started dancing, sexual romancing.Nasty but she fancy, Mona Lisa masterpiece.What's your nationality? I wonder if there's more of you.She's got my attention, she's confident.[Chorus: Justin Bieber].Oh, no, no, oh, no, no, she's confident.Oh, no, no, oh, no, no, and I'm down with it.Oh, no, no, oh, no, no, she's confident.You could tell by the way she walks in the room..[Post-Chorus: Justin Bieber & Chance the Rapper].She said it's her first time (Oh, yeah, yeah).I think she might have lied.Feels so good damn (Oh, yeah, yeah).And I don't know why (IGH!).I'm addicted (Oh, yeah, yeah).Something like an addict (Ooh-woo!).Got me twisted (Oh, yeah, yeah).But still I gotta have it.Chance? The Rapper? IGH!..[Verse 3: Chance The Rapper & Justin Bieber].Tattoos, piercings and she just learned to twerk (Oh?).She ain't got a heart or a ass, just her brains.Gotta ask 'cause her ass on a learning curve (Oh?).And she love to hurn the berb, I mean burn the word.That's only legal with a doctor's note (Oh?).Real deep pockets like a doctor's coat (IGH! IGH!).Stay faded like Diddy's hair, back tryna rock the vote.She the first mate when I rock the boat (IGH!).She never forget to ride like a bicycle.She like planes, trains, chains with icicles.It goes her, blank, blank, and rock and roll (IGH!).She say ""I know, honey bunny, that's the funny thing"" (Ooh!).Thots twerk for the Goodfellas.She money dance with the money team, IGH!.She's confident.[Chorus: Justin Bieber].Oh, no, no, oh, no, no, she's confident.Oh, no, no, oh, no, no, and I'm down with it.Oh, no, no, oh, no, no, she's confident.You could tell by the way she walks in the room..[Post-Chorus: Justin Bieber].She said it's her first time (Oh, yeah, yeah).I think she might have lied.Feels so good damn (Oh, yeah, yeah).And I don't know why.I'm addicted (Oh, yeah, yeah).Something like an addict.Got me twisted (Oh, yeah, yeah).But still I gotta have it..[Outro: Justin Bieber & Chance The Rapper].Still I gotta have it (Yeah).Still I gotta have it (Alright).Still I gotta have it (Yeah, alright).Oh, no, no, oh, no, no, oh, no, no (Yeah).Oh, no, no, oh, no, no, oh, no, no (Alright).Oh, no, no, oh, no, no, oh, no, no (Yeah).Oh, no, no, oh, no, no.But still I gotta have itEmbedShare URLCopyEmbedCopy"
954,Justin Bieber,You Can Lay It On Me,"[Verse 1].It's easy to get frustrated.When you got no answers.It's easy to get overwhelmed.Make you wanna put the blame on somebody else.I can sympathize with ya.Yeah, I will always ride with ya.I'll be the one to cry with ya..[Chorus].You can lay it on me, I won't leave you lonely.No, no-no-no-no-no-no.You can lay it on me, I won't leave you lonely.Lo-onely, no-oh, no-oh, no-oh.You can lay it on me, I won't leave you lonely..[Verse 2].I can see you're in your head again.No, I can't stand to see you when you're strugglin'.Yeah, you need a little motivation.Remember, life is a celebration.Bad thoughts that cross for no perspective.And Lord knows I need some good direction.Maybe this time is of the essence..[Chorus].You can lay it on me, I won't leave you lonely.No, no-no-no-no-no-no.You can lay it on me, I won't leave you lonely.Lo-onely, no-oh, no-oh, no-oh.You can lay it on me, I won't leave you lonelyEmbedShare URLCopyEmbedCopy"
955,Justin Bieber,Rich Girl (Official),"[Intro: Soulja Boy].Soulja Boy tell 'em (i got).Yeaah Justin Bieber (that's me).She's a rich girl (She's a rich girl)..[Chorus: Justin Bieber].She's a rich girl, Buying all the clothes.Wrist full of gold, You already know.Shes a rich girl, Yeah, she's got cash.Pocket so thick, She don't even have to ask.She's a rich girl, Rich girl.She's a rich girl, Rich girl.Ayo Ayo..[Verse 1: Justin Bieber].When I met you girl.I tried to pay for dinner.Pulled out your card.I thought I had a winner.She said Boy I got it, Then I said no.But I like a girl who's in control.She's my rich girl, Rich girl..[Verse 2: Soulja Boy].She rides a barbie phantom.She lives in a barbie mansion.She's a rich girl.She got a lot of money.She crеdit card shawty.She credit card shopping.Look good when shе shoppin.Man she look good when she talking and she walkin.She walk like a model.She shop like a balla.She shop like a NFL, NBA, high school scholar.[Chorus: Justin Bieber].She's a rich girl, Buying all the clothes.Wrist full of gold, You already know.She's a rich girl, Yeah, she's got cash.Pocket so thick, She don't even have to ask.She's a rich girl, Rich girl.She's a rich girl, Rich girl.Aye oh Aye oh Aye oh...[Verse 3: Soulja Boy].21st birthday she got a Louis V Mercedes.Droptop, Oh my God, Baby, I think I love you.Girl, I know you rich and you know I rich so.Together we filthy.I'll lend you it is empty.You can get it cuz I got plenty.Everyday, all night.You and me.And we ballin' yeah..[Chorus: Justin Bieber].She's a rich girl, Buying all the clothes.Wrist full of gold, You already know.She's a rich girl, Yeah, she's got cash.Pocket so thick, She don't even have to ask.She's a rich girl, Rich girl.She's a rich girl, Rich girl.Aye oh Aye oh Aye oh..[Verse 4: Soulja Boy]..King and she my queen.When I first met her, I didn't even have anything.She had more money than me.She was a rich girl, Grew up in a messed up world.And I met her, She didn't think less of me.She get the bigger picture, She know we both rich.But when we die we can't take it with us.We belong together, Yeah she's so special.She's my rich girl, but if she was broke, I would still...And my neck froze, I told her I was hot.She told me that she cold.Together a by tornado so we spin across the globe.I make money every day.And everybody surely knows.I'm a rich boy, a young pretty guy.She's pretty fly and She's pretty high.We're high together we may change weather.We may change weather, Totes and a leather, mink..[Chorus: Justin Bieber].She's a rich girl, Buying all the clothes.Wrist full of gold, You already know.She's a rich girl, Yeah, she's got cash.Pocket so thick, She don't even have to ask.She's a rich girl, Rich girl.She's a rich girl, Rich girl.Aye oh Aye oh Aye oh (x2).[Outro: Justin Bieber].She's my rich girl (She's my rich girl) (x2).Yeah.Justin Bieber.Soulja Boy.RICH GIRL!!EmbedShare URLCopyEmbedCopy"
956,Justin Bieber,As Long As You Love Me (Ferry Corsten Club Dub),
957,Justin Bieber,What Do You Mean? (The Roots Remix),[Verse 3: Black Thought].You keep playin games with me that's not coasta.Instead of blessin me now like you supposed ta.You take me aboard love roller coasta.Trying to get off when your on like Oprah girl.That's a negative.Like a pessimist.You say it ain't love.I say yes it is.Well I'm guessing this.The big question is.Why you sending me all these mixed messagesEmbedShare URLCopyEmbedCopy
958,Justin Bieber,Boyfriend (Dada Life Remix),"If I was your boyfriend, I'd never let you go.Keep you on my arm girl, you'd never be alone.I can be a gentleman, anything you want.If I was your boyfriend, I'd never let you go.If I was your boyfriend, I'd never let you go.Keep you on my arm girl, you'd never be alone.I can be a gentleman, anything you want.If I was your boyfriend, I'd never let you go.I'd never let you go..I'd never let you go.I'd never let you go..I'd like to be everything you want.I'd like to be everything you want.I'd like to be everything you want.I'd like to be everything you want.Hey girl, let me talk to you.Hey girl, let me talk to you..If I was your boyfriend, I'd never let you go.Keep you on my arm girl, you'd never be alone.I can be a gentleman, anything you want.If I was your boyfriend, I'd never let you go.If I was your boyfriend, I'd never let you go.Keep you on my arm girl, you'd never be alone.I can be a gentleman, anything you want.If I was your boyfriend, I'd never let you go.I'd never let you go.I'd never let you go.I'd never let you go.I'd never let you go..I'd never let you go.I'd never let you goEmbedShare URLCopyEmbedCopy"
959,Justin Bieber,What Do U Mean (Acoustic),"[Chorus].What do you mean? Oh, oh.When you nod your head yes, but you wanna say no.What do you mean? Hey-ey.When you don't want me to move, but you tell me to go.What do you mean?.Oh, what do you mean?.Said you’re running outta time, what do you mean?.Oh, oh, oh, what do you mean?.Better make up your mind, what do you mean?..[Verse 1].You're so indecisive, what I'm saying.Tryna catch the beat, make up your heart.Don’t know if you're happy or complaining.Don't want for us to end, where do I start?..[Pre-Chorus].First you wanna go to the left then you wanna turn right.Wanna argue all day, make love all night.First you're up, then you're down and thеn between.Oh, I really wanna know…..[Chorus].What do you mean?.Whеn you nod your head yes, but you wanna say no.What do you mean? Hey-ey.When you don't want me to move, but you tell me to go.What do you mean?.Oh, what do you mean?.Said you're running outta time, what do you mean?.Oh, oh, oh, what do you mean?.Better make up your mind, what do you mean?.[Verse 2].You're overprotective when I’m leaving.Tryna compromise but I can’t win.You wanna make a point, but you keep preaching.You had me from the start, won't let this end..[Pre-Chorus].First you wanna go to the left then you wanna turn right.Wanna argue all day, make love all night.First you’re up, then you're down and then between.Oh, I really wanna know…..[Chorus].What do you mean?.When you nod your head yes, but you wanna say no.What do you mean?.When you don't want me to move, but you tell me to go.What do you mean?.Oh, what do you mean?.Said you're running outta time, what do you mean?.Oh, oh, oh, what do you mean?.Better make up your mind..[Outro].What do you mean?.Don’t be so selfish baby, yeah.What do you mean?.Oh, what do you mean now? Hey-ey.Oh, oh tudurudururu.Oh, oh, hey, yeah yeah.What do you mean?EmbedShare URLCopyEmbedCopy"
960,Justin Bieber,Boyfriend (Oliver Twizt Club),"[Chorus: Justin Bieber].If I was your boyfriend, I'd never let you go.Keep you on my arm girl, you’d never be alone.And I can be a gentleman, anything you want.If I was your boyfriend, I’d never let you go, I’d never let you go.Never let you go, never let you go.Never let you go, never let you go.Never let you go, never let you go.Never let you go, never let you go.Never let you.Three, two, swag..[Verse: Justin Bieber].If I was your boyfriend, I’d never let you go.I can take you places you ain’t never been before.Baby, take a chance, or you’ll never ever know.I got money in my hands that I’d really like to blow.Swag swag swag, on you.Chillin' by the fire while we eating fondue.I dunno about me, but I know about you.So say hello to falsetto in three, two, swag..[Chorus: Justin Bieber].If I was your boyfriend, I'd never let you go.Keep you on my arm girl, you’d never be alone.And I can be a gentleman, anything you want.If I was your boyfriend, I’d never let you go, I’d never let you go (go).Never let you go (go), never let you go (go).Never let you go (go), never let you go.Never let you go, never let you go.Never let you go, never let you go.Never let you.Three, two, swagEmbedShare URLCopyEmbedCopy"
961,Justin Bieber,Amazed,"Sitting here just thinking about nothing.Trying to gather my thoughts.Over and over I'm thinking about all we have lost..All about you, you.It’s all about you, you.All about you, you.It’s not about me, yeah.It’s all about you..It's not about what I've done.It’s all about what you did.All about what did to me.You did for me.You gave me life and life abundantly,.Took all my struggles for more than me.That's what you did.I'm amazed by you..It's not about my past, It's not my future.It's about the present, It's right nowEmbedShare URLCopyEmbedCopy"
962,Justin Bieber,As long as you love me (paulo & jackinsky dub),"As long as you love me.As long as you love me.As long as you love me..[Verse 1].I'm under pressure.Seven billion people in the world trying to fit in.Keep it together.Smile on your face even though your heart is frowning.But hey now, you know girl.We both know it's a cruel world.But I will take my chances..[Chorus].As long as you love me.We could be starving, we could be homeless, we could be broke.As long as you love me.I'll be your platinum, I'll be your silver, I'll be your gold.As long as you love, love me, love me.As long as you love, love me, love me..[Verse 2].I'll be your soldier, fighting every second of the day for the change girl.You can be my Destiny's Child on a stinger.So don't stress, don't cry, we don't need no wings to fly.Just take my hand.[Bridge].As you love me we could be starving, we could be homeless, we could be broke.As long as you love me.I'll be your platinum, I'll be your silver, I'll be your gold.As long as you love, love me, love me..As long as you love, love me, love me..[Big Sean].I don't know if this makes sense, but you're my hallelujah.Give me a time and place, and I'll rendezvous, and I'll fly you to it.I'll beat ya there.Girl you know I got you.Us, trust....A couple of things I can't spell without you.Now we are on top of the world, 'cause that's just how we do.Used to tell me sky's the limit, now the sky's is our point of view.Man now we stepping out like wow (Oh God).Camera's pointed shoot.Ask me what's my best side, I stand back and point at you.You, you the one that I argue with, I feel like I need a new girl to be bothered.But the grass ain't always greener on the other side.It's green where you water it.So I know we got issues baby true true true.But I'd rather work on this with you.Than to go ahead and start with someone new.As long as you love me.[Chorus].As you love me.We could be starving, we could be homeless, we could be broke.As long as you love me.I'll be your platinum, I'll be your silver, I'll be your gold.As long as you love, love me, love me.As long as you love, love me, love me.As long as you love, love me, love me.As long as you love, love me, love me.As long as you love meEmbedShare URLCopyEmbedCopy"
963,Justin Bieber,What Do You Mean (Alison Wonderland Remix),"[Intro: Justin Bieber].Ooh, ooh, ooh, ooh.Ooh, ooh, ooh, ooh.Ooh, ooh, ooh, ooh.Ooh, ooh, ooh, ooh.Ooh, ooh, ooh, ooh.Ooh, ooh, ooh, ooh.Ooh, ooh, ooh, ooh..[Verse: Justin Bieber].What do you mean?.When you nod your head yes.But you wanna say no.What do you mean?.When you don't want me to move.But you tell me to go.What do you.Oh, what do you.Said you're running out of time, what do you.Oh, oh, oh, what do you.Better make up your mind.What do you..[Break: Justin Bieber & Alison Wonderland].Mean (aah).Said you're running out of time, what do you.Mean (aah).Make up your mind.What do you.Ooh, ooh, ooh.Said you're running out of time, what do you.Ooh, ooh, mean (aah), ooh.Make up your mind.What do you (what do you, what do you...).What do you (what do you, what do you...).[Bridge: Justin Bieber].Ooh, ooh, ooh, ooh.Ooh, ooh, ooh, ooh.Better make up your mind..[Break: Justin Bieber & Alison Wonderland].Mean.Said you're running out of time, what do you.Mean (aah).Make up your mind.What do you.Ooh, ooh, ooh.Said you're running out of time, what do you.Ooh, ooh, mean (aah), ooh.Make up your mind..[Outro: Justin Bieber & Alison Wonderland].Ooh, ooh, ooh.Make up your mind.Ooh, ooh, mean (aah).Make up your mind.What do you.Ooh, ooh, ooh.Make up your mind.Ooh, ooh, mean (aah).Make up your mind.What do you.Ooh, ooh, ooh (aah).Make up your mind.Ooh, ooh, ooh.Make up your mind.What do you.Ooh, ooh, ooh (aah).Make up your mind.Ooh, ooh, ooh (aah).Make up your mind.What do you (what do you, what do you...)EmbedShare URLCopyEmbedCopy"
964,Justin Bieber,All That Matters (Twinsmatic Remix),"[Verse 1].Oh-oh, just as sure as the stars in the sky.I need you to shine in my life.Not just for the meanwhile, for a long long time.Better believe it.Oh-oh, whenever you're not in my presence.It feels like I'm missing my blessings, yeah.So I sleep through the daylight, stay awake all night.'Til you're back again, oh yeah, yeah.You think I'm biased, to my significant other.You hit it right on the head, only been missing my lover.Got a whole lot of texts in my phone and I don't reply.But the next eight bars tell you why..[Chorus].You're all that matters to me, yeah yeah.Ain't worried about nobody else.If I ain't with you, I ain't myself.You make me complete.You're all that matters to me, yeah yeah.What's a king bed without a queen?.There ain't no ""I"" in team.You make me complete.You're all that matters to me..[Verse 2].Take the gas out the car, it won't drive.That's how I feel when you're not by my side.When I wake up in the morning up under you.And only you.Oh-oh, I'm grateful for your existence.Faithful no matter the distance.You're the only girl I see.From the bottom of my heart, please believe.[Chorus].You're all that matters to me, yeah yeah.Ain't worried about nobody else.If I ain't with you, I ain't myself.You make me complete.You're all that matters to me, yeah yeah.What's a king bed without a queen?.There ain't no ""I"" in team.You make me complete.You're all that matters to me..[Outro].Yeah yeah, yeah yeah.You're all that matters to me.Yeah yeah, yeah yeah.You're all that matters to meEmbedShare URLCopyEmbedCopy"
