,Artist,Song,Lyrics
100,Billie Eilish,Thinkin Bout You (Cover),"A tornado flew around my room before you came
Excuse the mess it made, it usually doesn't rain in Southern California, much like Arizona
My eyes don't shed tears, but boy, they bawl when

I'm thinkin' 'bout you (Ooh no, no, no)
I've been thinkin' bout you (You know, know, know)
I've been thinkin' bout you, do you think about me still?
Do ya, do ya?

Or do you not think so far ahead
Cause I been thinkin' bout forever, ooh
Or do you not think so far ahead
Cause I been thinkin' bout forever, ooh

No, I don't like you, I just thought you were cool enough to kick it
Got a beach house I could sell you in Idaho
Since you think I don't love you, I just thought you were cute, that's why I kissed you
Got a fighter jet, I don't get to fly it though, I'm lying down

I'm thinkin' 'bout you (Ooh no, no, no)
I've been thinkin' bout you (You know, know, know)
I've been thinkin' bout you, do you think about me still?
Do ya, do ya?
Or do you not think so far ahead
Cause I been thinkin' bout forever, ooh
Or do you not think so far ahead
Cause I been thinkin' bout forever, ooh

Yes of course I remember, how could I forget how you feel?
You know you were my first time, a new feel
It will never get old, not in my soul, not in my spirit, keep it alive
We'll go down this road 'til it turns from color to black and white

Or do you not think so far ahead
Cause I been thinkin' bout forever, ooh
Or do you not think so far ahead
Cause I been thinkin' bout forever, ooh

Or do you not think so far ahead
"
101,Billie Eilish,​if you want me,"I'll do you what you ask me
If you let me be free
"
102,Billie Eilish,​underneath*,"I'm underneath
Looking out, just out of reach
But it makes me slur my speechEmbedShare URLCopyEmbedCopy"
103,Billie Eilish,​guess*,"Can you guess
What I'm thinking of
What I'm looking at
Where my eyes came from?
Can you guess
What I'm thinking of
What you might become
If you fall in love?EmbedShare URLCopyEmbedCopy"
104,Billie Eilish,Cant Help Falling In Love,"Wise men say only fools rush in
But I can't help falling in love with you
Shall I stay?
Would it be a sin
If I can’t help falling in love with you?
-(Oh, here's when it gets hard)
Like a- wait
Like a river flows
Like a river flows
-(I'm just gonna not play it)
Surely to the sea
My darling so it goes
Some things are meant to be
Take my hand, take my whole life too
For I can’t help falling in love with youEmbedShare URLCopyEmbedCopy"
105,Billie Eilish,‌bellyache (Live),"Sittin' all alone
Mouth full of gum
In the driveway
My friends aren't far
In the back of my car
Lay their bodies

Where's my mind?
Where's my mind?

They'll be here pretty soon
Lookin' through my room
For the money
I'm bitin' my nails
I'm too young to go to jail
It's kinda funny

Where's my mind?
Where's my mind?
Where's my mind?
Where's my mind?
Maybe it's in the gutter
Where I left my lover
What an expensive fake
My V is for Vendetta
Thought that I'd feel better
But now I got a bellyache
(Mind)

Everything I do
The way I wear my noose
Like a necklace
I wanna make 'em scared
Like I could be anywhere
Like I'm reckless

I lost my mind
I don't mind
Where's my mind?
Where's my mind?

Maybe it's in the gutter
Where I left my lover
What an expensive fake
My V is for Vendetta
Thought that I'd feel better
But now I got a bellyache
Maybe it's in the gutter
Where I left my lover
What an expensive fake
My V is for Vendetta
Thought that I'd feel better
"
106,Billie Eilish,Telegraph Ave,"I don't really want to drive
But I think I'd rather die
In Oakland, in Oakland
With my hands on two and ten
So I guess it all depends
On Oakland, on Oakland
And I'm nervous, truth be told
I never saw me growing old
In Oakland, in Oakland
And if I married you tonight
It would probably start a riot
In Oakland, in Oakland
Foot on the gas
I'm just tryna pass
All the red lights
And the stop signs
I'm ready to goEmbedShare URLCopyEmbedCopy"
107,Billie Eilish,Shady*,"Strange
Boy, you're acting shadyEmbedShare URLCopyEmbedCopy"
108,Billie Eilish,Yesterday (Live at the 92nd Academy Awards),"Yesterday
All my troubles seemed so far away
Now it looks as though they're here to stay
Oh I believe in yesterday
Suddenly
I'm not half the man I used to be
There's a shadow hanging over me
Oh yesterday came suddenly
Why she had to go
I don't know, she wouldn't say
I said something wrong
Now I long for yesterday
Yesterday
Love was such an easy game to play
Now I need a place to hide away
Oh I believe in yesterday
Why she had to go
I don't know, she wouldn't say
I said something wrong
Now I long for yesterday
Yesterday
Love was such an easy game to play
Now I need a place to hide away
Oh I believe in yesterdayEmbedShare URLCopyEmbedCopy"
109,Billie Eilish,​bad guy (Demo),"Da, da da da, da da da da

White shirt now red, my bloody nose
Sleepin', you're on your tippy toes
Creepin' around like no one knows
Think you're so criminal
Bruises on both my knees for you
Don't say thank you or please
I do what I want when I'm wanting to
My soul? So cynical

So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
I'm the bad guy
Duh

I'm the bad guy
I like it when you take control
Even if you know that you don't
Own me, I'll let you play the role
I'll be your animal
My mommy likes to sing along with me
But she won't sing this song
If she reads all the lyrics
She'll pity the men I know

So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight (Mad tight, mad tight)
I'm the bad guy
Duh

I'm the bad guy, duh
I'm only good at bein' bad, bad

I like when you get mad
I guess I'm pretty glad that you're alone
You said she's scared of me?
I mean, I don't see what she sees
But maybe it's 'cause I'm wearing your cologne
I'm a bad guy
I'm a bad guy
"
110,Billie Eilish,​stoned,"Mmm
Mmm

Lay on me the weight of the world
Smiling like you're given a gift
Don't you wanna dance with your little girl?
In the shadows, I can see those things you hid
From me

You burn all your dirty laundry
You curse at your phone
You set the house on fire and tell me to come home
Tell me you're stoned
Mmm
Mmm

Twist my words and then wring 'em out
Drag me down into your jealousy
Rising to inside your open mouth
Taking out your whole life on me
On me
You burn all your dirty laundry
You curse at your phone
You set the house on fire and tell me to come home
Tell me you're stoned

Don't tell me to come home, you must be stoned
Won't be wrapped up in your wings that spread with disaster
No, I'm not all those things you might be after
Maybe you're just too stoned to see you're the reason I don't come home
Too faded to see my heart's growin' blacker

You burn all your dirty laundry
You curse at your phone
You set the house on fire and tell me to come home
Tell me you're stonedEmbedShare URLCopyEmbedCopy"
111,Billie Eilish,Secret,"You were from the North, I was from the South
We were from opposite places, different towns
But I knew it was good and you knew it was too
So we moved together like a ball and chain
Minds becoming two halves of the same
It was real, and the shadows grew
Cause you've got a secret don't ya babe?
I would've shouted loud and broken through
I would've given it all to belong to you
But there were different plans, different rules
You said ""where I'm from there is a lock and key
If you'd be so kind as to follow me
I will show you the way to the rest of my sins""
Cause you've got a secret don't ya babe?
Yeah you, you got a secret don't ya babe?
And I should know
Yeah I should know
Yeah you, you've got a secret don't ya babe?
Yeah you, you got a secret don't ya babe?
And I should know
Yeah I should know
For I'm your secret aren't I babe?
Yeah I'm your secret aren't I babe?
Aren't I babe?EmbedShare URLCopyEmbedCopy"
112,Billie Eilish,Vertigo,Let's take a ride downtownEmbedShare URLCopyEmbedCopy
113,Billie Eilish,​ride*,"]
I lay  in the back of my mind, mind
Back of my mind, mind
Say more, central park, and a new city sky light
New city sky light
]
You know what it tastes like
Something you can't find anywhere else
Holding my waist like
This is the last night we're visiting hell
(Yeah, we're visiting hell)
]
Won't you take me for a ride?
Won't you take me for a ride?
(Oh my God)
I just wanna see the lights
Won't you take me for a ride?
]
Hey, hey, heart attack in a cab on the west side
With your hands in the sand
Drew my name in the low tide
]
I'm glad that I found you
And I'vе gotten used to letting you go
If I had to choosе to
Leave you or love you, you already know
But for now
For now
]
Won't you take me for a ride?
Won't you take me for a ride?
(Oh my God)
I just wanna see the lights
Won't you take me for a ride?


I, I just wanna see the li-
]
Babe, I, I lose my mind sometimes
Had a cigarette, burning on the 405
Babe, I, I lose my mind sometimes
Had a cigarette, burning on the 405
"
114,Billie Eilish,‌watch (Live),"Lips meet teeth and tongue
My heart skips eight beats at once
If we were meant to be, we would have been by now
See what you wanna see, but all I see is him right now

I'll sit and watch your car burn
With the fire that you started in me
But you never came back to ask it out
Go ahead and watch my heart burn
With the fire that you started in me
But I'll never let you back to put it out

Your love feels so fake
And my demands aren't high to make
If I could get to sleep, I would have slept by now
Your lies will never keep, I think you need to blow 'em out

I'll sit and watch your car burn
With the fire that you started in me
But you never came back to ask it out
Go ahead and watch my heart burn
With the fire that you started in me
But I'll never let you back to put it out
When you call my name
Do you think I'll come runnin'?
You never did the same
So good at givin' me nothin'
When you close your eyes, do you picture me?
When you fantasize, am I your fantasy?
Now you know
Now I'm free

I'll sit and watch your car burn
With the fire that you started in me
But you never came back to ask it out
Watch my heart burn
With the fire that you started in me
But I'll never let you back to put it out

Never let you burn
Let you burn, let you burn
Never gonna let you burn
"
115,Billie Eilish,​party favor (Mahogany Sessions),"Hey - call me back when ya get this
Or when you've a minute
We really need to talk
Wait - you know what
Maybe just forget it
Cause by the time you get this
Your number might be blocked

""Stay"" and ""bla bla bla""
You just want what you can't have
No way
I'll call the cops
If you don't stop, I'll call your dad
And I hate to do this to you on your birthday
Happy birthday by the way...
""It's not you it's me"" and all that other bullshit
You know that's bullshit
Dontcha, babe
I'm not your party favor

Look - now I know we coulda done it better
But we can't change the weather
When the weather's come and gone
Books don't make sense if ya read 'em backwards
You'll single out the wrong words
Like you mishear all my songs
You hear ""stay"" and ""bla bla bla""
You just want what you can't have
No way
I'll call the cops
If you don't stop, I'll call your dad
And I hate to do this to you on your birthday
Happy birthday by the way
""It's not you it's me"" and all that other bullshit
You know that's bullshit
Dontcha, babe
"
116,Billie Eilish,Six Feet Under (BLU J Remix),"Help, I lost myself again
But I remember you
Don't come back, it won't end well
But I wish you'd tell me too

Our love is six feet under
I can't help but wonder
If our grave was watered by the rain
Would roses bloom?
Could roses bloom?

Could roses...
Could roses...
Could roses bloom?
Could roses bloom?

Retrace my lips
Erase your touch
It's all too much for me
Blow away
Like smoke in air
How can you die carelessly?
Our love is six feet under
I can't help but wonder
If our grave was watered by the rain
Our love is six feet under
I can't help but wonder
If our grave was watered by the rain

Would roses bloom?
Could roses bloom?
Our love is six feet under
I can't help but wonder
Our love is six feet under
I can't help but wonder
If our grave was watered by the rain

Help, I lost myself again
But I remember youEmbedShare URLCopyEmbedCopy"
117,Billie Eilish,​ocean eyes (GOLDHOUSE Remix),"I've been watching you for some time
Can't stop staring at those ocean eyes
Burning cities and napalm skies
Fifteen flares inside those ocean eyes

No fair
You really know how to make me cry
When you give me those ocean eyes
I'm scared
I've never fallen from quite this high
Falling into your ocean eyes
Those ocean eyes

I've been walking through a world gone blind
Can't stop thinking of your diamond mind
Careful creature made friends with time
You left her lonely with a diamond mind
And those ocean eyes

No fair
You really know how to make me cry
When you give me those ocean eyes
I'm scared
I've never fallen from quite this high
Falling into your ocean eyes
Those ocean eyes
No fair
You really know how to make me cry
When you give me those ocean eyes
I'm scared
I've never fallen from quite this high
Falling into your ocean eyes
"
118,Billie Eilish,‌ocean eyes (Live),"I've been watching you for some time
Can't stop staring at those ocean eyes
Burning cities and napalm skies
Fifteen flares inside those ocean eyes
Your ocean eyes

No fair
You really know how to make me cry
When you give me those ocean eyes
I'm scared
I've never fallen from quite this high
Falling into your ocean eyes
Those ocean eyes

I've been walking through a world gone blind
Can't stop thinking of your diamond mind
Careful creature made friends with time
You left her lonely with a diamond mind
And those ocean eyes

No fair
You really know how to make me cry
When you give me those ocean eyes
I'm scared
I've never fallen from quite this high
Falling into your ocean eyes
Those ocean eyes
No fair
You really know how to make me cry
When you give me those ocean eyes
I'm scared
I've never fallen from quite this high
Falling into your ocean eyes
"
119,Billie Eilish,Six Feet Under (Jerry Folk Remix),"Help, I lost myself again
But I remember you
Don't come back, it won't end well
But I wish you'd tell me too

Our love is six feet under
I can't help but wonder
If our grave was watered by the rain
Would roses bloom?
Could roses bloom

Retrace my lips
Erase your touch
It's all too much for me
Blow away
Like smoke in air
How can you die carelessly?

Our love is six feet under
I can't help but wonder
If our grave was watered by the rain
Would roses bloom?
Could roses bloom?
Our love is six feet under
I can't help but wonder
If our grave was watered by the rain
Would roses bloom?
Could roses bloom?EmbedShare URLCopyEmbedCopy"
120,Billie Eilish,How do you see me?*,"If I can't wake up
Would you still... something else
If I can't return your corpse
No, I'm still involved

If I can't 
If I sit on the floor, on the floor
Can't you see?
He hurt her
How do you breathe
Without me?
How do you see me?EmbedShare URLCopyEmbedCopy"
121,Billie Eilish,​ilomilo (Live from the Film - Billie Eilish: The World’s a Little Blurry),"Told you not to worry
But maybe that's a lie
Honey, what's your hurry?
Won't you stay inside?
Remember not to get too close to stars
They're never gonna give you love like ours

Where did you go?
I should know, but it's cold
And I don't wanna be lonely
So show me the way home
I can't lose another life

(Hurry, I'm worried)

The world's a little blurry
Or maybe it's my eyes
The friends I've had to bury
They keep me up at night
Said I couldn't love someone
'Cause I might break
If you'rе gonna die, not by mistake
So, wherе did you go?
I should know, but it's cold
And I don't wanna be lonely
So tell me you'll come home
Even if it's just a lie
Bounce with me everybody, come on

I tried not to upset you
Let you rescue me the day I met you
I just wanted to protect you
But now I'll never get to

(Hurry, I'm worried)

Where did you go?
I should know, but it's cold
And I don't wanna be lonely
Was hoping you'd come home
"
122,Billie Eilish,​ocean eyes (Cautious Clay Remix),"I've been watching you for some time
Can't stop staring at those ocean eyes
Burning cities and napalm skies
Fifteen flares inside those ocean eyes
Your ocean eyes

No fair
You really know how to make me cry
When you give me those ocean eyes
I'm scared
I've never fallen from quite this high
Falling into your ocean eyes
Those ocean eyes

I've been walking through a world gone blind
Can't stop thinking of your diamond mind
Careful creature made friends with time
You left her lonely with a diamond mind
And those ocean eyes

No fair
You really know how to make me cry
When you give me those ocean eyes
I'm scared
I've never fallen from quite this high
Falling into your ocean eyes
Those ocean eyesEmbedShare URLCopyEmbedCopy"
123,Billie Eilish,My boy (Debut / Demo Version),"My boy's being sus
He was shady as fuck
But now he's just a shadow
My boy loves his friends like
I love my split ends and by that I mean
He cuts 'em off

My boy
My boy
My boy
Don't love me like he promised
My boy
My boy
My boy
He ain't a man and sure as hell ain't honest

My boy's being sus
And he don't know how to cuss
He just sounds like he's tryna be his father
My boy's an ugly crier
But he's such a pretty liar
And by that I mean he said he'd ""change""
My boy
My boy
My boy
Don't love me like he promised
My boy
My boy
My boy
He ain't a man and sure as hell ain't honest

My boy
My boy
My boy
Don't love me like he promised
My boy
My boy
My boy
He ain't a man and sure as hell ain't honest

You want me to be yours
Well then you gotta be mine
And if you want a good girl, then goodbye
You want me to be yours
Well then you gotta be mine
And if you want a good girl, then goodbyeEmbedShare URLCopyEmbedCopy"
124,Billie Eilish,Maybe Don’t Leave Me,"So you wanna give up on us?
Wager all we had on lust
Sorry that I'm not enough for you
Settle for a careless love
Tarnish everything you touch
Sorry that I'm not enough for you, you

Call me when your heart breaks
Tell me that you made a mistake
Saying that you couldn't stay
Now you know you need me
Call me when your heart breaks
Tell me that you made a mistake
Saying that you couldn't stay
Now you know you need me
So maybe don't leave me this way

You always make it sound so easy
Just stop the singing, start the healing
Like ya shouldn't be defeated by him leaving for no reason

Call me when your heart breaks
Tell me that you made a mistake
Saying that you couldn't stay
Now you know you need me
Call me when your heart breaks
Tell me that you made a mistake
Saying that you couldn't stay
Now you know you need me
So maybe don't leave me this way
Don't you treat me like a fool
Don't you treat me like a foolish child
Soon as I get over you
You're telling me ""Come over, stay a while""
A while, a while, a while, a while, a while, a while

Call me when your heart breaks
Tell me that you made a mistake
Saying that you couldn't stay
Now you know you need me
Call me when your heart breaks
Tell me that you made a mistake
Saying that you couldn't stay
Now you know you need me
So maybe don't leave me this wayEmbedShare URLCopyEmbedCopy"
125,Billie Eilish,Bury a friend (Zeds Dead Remix),"Billie

What do you want from me? Why don't you run from me?
What are you wondering? What do you know?
Why aren't you scared of me? Why do you care for me?
When we all fall asleep, where do we go?

Come here
Say it, spit it out, what is it exactly
You're payin'? Is the amount cleanin' you out? Am I satisfactory?
Today, I'm thinkin' about the things that are deadly
The way I'm drinkin' you down
Like I wanna drown, like I wanna end me

Step on the glass, staple your tongue (Ahh)
Bury a friend, try to wake up (Ah-ahh)
Cannibal class, killing the son (Ahh)
Bury a friend, I wanna end me

(Ahh)
(Ah-ahh)
End me
End me
End me
(Ahh)
End me
End me
End me
Come here
Say it, spit it out, what is it exactly
You're payin'? Is the amount cleanin' you out? Am I satisfactory?
Today, I'm thinkin' about the things that are deadly
The way I'm drinkin' you down
Like I wanna drown, like I wanna end me

Step on the glass, staple your tongue (Ahh)
Bury a friend, try to wake up (Ah-ahh)
Cannibal class, killing the son (Ahh)
Bury a friend, I wanna end me

What do you want from me? Why don't you run from me?
What are you wondering? What do you know?
Why aren't you scared of me? Why do you care for me?
When we all fall asleep, where do we go?

Listen
Keep you in the dark, what had you expected?
Me to make you my art and make you a star
And get you connected?
I'll meet you in the park, I'll be calm and collected
But we knew right from the start that you'd fall apart
'Cause I'm too expensive
It's probably somethin' that shouldn't be said out loud
Honestly, I thought that I would be dead by now
Calling security, keepin' my head held down
Bury the hatchet or bury a friend right now
For the debt I owe, gotta sell my soul
'Cause I can't say no, no, I can't say no
Then my limbs all froze and my eyes won't close
And I can't say no, I can't say no
Careful

Step on the glass, staple your tongue (Ahh)
Bury a friend, try to wake up (Ah-ahh)
Cannibal class, killing the son (Ahh)
Bury a friend, I wanna end meEmbedShare URLCopyEmbedCopy"
