,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
2516,the supremes,stop! in the name of love,1965,pop,stop break heart baby baby aware time leave door watch walk street know meet time leave hurt think good think sweet stop break heart stop break heart think think know seclude nights see maybe twice sweet expression affection time leave arm rush charm think good think sweet stop break heart stop break heart think think try hard hard patient hop stop infatuation time afraid lose forever stop break heart baby think stop think baby break heart think baby stop break heart stop break heart,84,0.0679554145700269,0.0006747638430968561,0.0006747638554091223,0.0006747639113834177,0.0006747638331233176,0.000674763845038366,0.059946347979614706,0.235485295992308,0.0006747638542997401,0.0006747638407426132,0.02162872282543908,0.0006747638543699221,0.0006747638402309796,0.0006747638452247365,0.4244622767092517,0.02685381811146367,0.5949312249539696,0.5893392815937235,0.5090356516422206,0.0,0.4950535861500412,0.44042296416064236,sadness,0.7857142857142857
2519,the easybeats,friday on my mind,1965,pop,monday mornin feel rybody comin feel better look good sday thursday go slow friday mind gonna city girl pretty look fine tonight sight tonight spend bread tonight lose head tonight night monday friday mind grind know nothin bug workin change scene today tomorrow cause friday mind gonna city girl pretty look fine tonight sight tonight spend bread tonight lose head tonight night monday friday mind gonna city girl pretty gonna city girl pretty,73,0.0008771929929176465,0.0008771930438532857,0.0008771931033801212,0.3830143802427402,0.0008771929846604758,0.0008771930866215116,0.0008771929845262299,0.0008771930188791107,0.0938449953217969,0.0008771929922525357,0.13924829570923733,0.0008771930096444355,0.0008771929830457497,0.21766020497592617,0.0008771930093716451,0.06552328001107388,0.33824325787934584,0.8859831295028587,0.38152548345932075,0.0007277327935222672,0.5012366034624897,0.9919917418842309,night/time,0.7857142857142857
2522,bob dylan,she belongs to me,1965,pop,need artist look need artist look dark nighttime paint daytime black start stand proud steal see start stand proud steal see wind peek keyhole knees stumble place fall stumble place fall child touch wear egyptian ring sparkle speak wear egyptian ring sparkle speak hypnotist collector walk antique sunday salute birthday come sunday salute birthday come halloween trumpet christmas drum,59,0.0013850416600633033,0.30920966324307264,0.0013850415871385162,0.0013850415609380857,0.05235944614573212,0.0013850415744254877,0.0013850417366520617,0.00138504159176129,0.0013850415925960396,0.0013850416512290512,0.4426911750340023,0.0013850416686571555,0.027350346358295533,0.0013850416435712567,0.12127933508306228,0.0013850415572071876,0.7227336726957654,0.5534702458785221,0.7018069295250298,0.0,0.6321104699093156,0.38236309282131725,violence,0.7857142857142857
2524,andy williams,sleigh ride,1965,pop,hear sleigh bell jingle ring ting tingle come lovely weather sleigh ride outside snow fall friends call come lovely weather sleigh ride giddyyap giddyyap giddyyap look snow rid wonderland snow giddyyap giddyyap giddyyap grand hold hand glide song wintry fairy land cheek nice comfy cozy snuggle like bird feather road sing come lovely weather sleigh ride birthday party home farmer perfect end perfect sing songs sing single stop fireplace watch chestnuts feel world pass coffee pumpkin nearly like picture print currier ives wonderful things things remember live hear sleigh bell jingle ring ting tingle come lovely weather sleigh ride road sing come lovely weather sleigh ride,106,0.0008097166658543992,0.0008097166274638583,0.07928792597154832,0.0008097166096989431,0.0008097165993097849,0.0008097165999711433,0.08184307584727855,0.0008097166274177803,0.023561816071998046,0.412537682556618,0.2630274601449045,0.0008097166452763389,0.0008097166868741947,0.10959607601939636,0.020429363651044936,0.0008097166943469742,0.5516083613126829,0.6794861933697407,0.7269073563326872,0.0,0.8052349546578731,0.6346232234680402,music,0.7857142857142857
2529,roy orbison,ride away,1965,pop,wheel turnin girl yearnin motor burnin road ride highway go leave story untold pretty girls pretty girls motor wind ride away ride away approve things understand think need cry know lie cry ride away motor background ride ride away ride away motor heartache misery bind wander yonder waitin true cling need dream share know care ride away ride away tear sorrow like tomorrow tonight ride away,66,0.0009930486814185972,0.0009930486747026786,0.050133578871671074,0.03081354514620615,0.0009930488270777128,0.0009930486685909448,0.0009930487023477692,0.1290895388882714,0.0009930487203468285,0.0009930486841426543,0.36735102912680134,0.000993048702664781,0.0009930486771133824,0.0795277851650727,0.3301748897334261,0.000993048686324695,0.4996209249431388,0.597723252057534,0.7911644489602901,0.0011538461538461537,0.36417971970321517,0.4234054156646333,sadness,0.7857142857142857
2533,jr. walker & the all stars,(i'm a) road runner,1965,pop,money need live life free easy toothbrush hand travelin cause roadrunner baby roadrunner baby stay place long roadrunner baby mess go wanna declare restless gotta roadrunner baby home life live gonna live life roadrunner baby awant woman bind free baby roam life like risk dust shoe urge say roadrunner baby keepin yeah live life gonna life live roadrunner baby,59,0.2103581148673216,0.0011961722944884726,0.33868286436000034,0.0011961723451531564,0.041436378975090345,0.0011961723000956544,0.03316016064634047,0.0011961722840388134,0.0011961723746686107,0.0011961723039442115,0.16993823833795624,0.0011961722777728912,0.05451506650797802,0.0011961724341690999,0.0011961722818324384,0.001196172332758715,0.7508935340626016,0.7460195369586955,0.05351310593685335,0.0,0.8526380873866446,0.6956861916007786,world/life,0.7857142857142857
2536,al martino,"my darling, i love you",1965,pop,hand press lips eye gaze darling life darling live care hold fate kind heart arm lips promise forever darling,19,0.002923976618028217,0.0029239767133822396,0.2844855099636923,0.0029239766133897223,0.0029239766082524788,0.0029239766169938636,0.6658068867365404,0.0029239766925721607,0.0029239766158820277,0.002923976613646231,0.0029239766306204964,0.002923976678480404,0.002923976628855668,0.0029239766981339482,0.002923976709208409,0.0029239766082482695,0.3339109715152172,0.5842627490193061,0.6686743661389218,0.06568825910931174,0.22918384171475684,0.3283073505398766,romantic,0.7857142857142857
2540,the lovin' spoonful,sportin' life,1965,pop,gettin tire runnin round believe marry settle night life mean sportin life know killin letter home good friends dead go make worry need wonder time come mother fall knees pray word say lovin change ways gambler cheater come time lose night life holdin best hand gettin tire runnin round believe marry settle night life life killin,56,0.07400035828405283,0.08695785148498311,0.4034653631470419,0.10970511214844351,0.0010741139341738743,0.0010741139839916976,0.0010741138896848245,0.0010742476158761714,0.11432552191806034,0.03553132795753958,0.11522522192240423,0.001074113904560436,0.023604563748724373,0.0010741138795124384,0.0010741140126984833,0.026443406429377488,0.46387956243907724,0.6641284003794579,0.21385463238416905,7.854251012145748e-05,0.44455894476504537,0.3973785767883841,world/life,0.7857142857142857
2542,joan baez,satisfied mind,1965,pop,time hear money things little know hard satisfy mind waitin fame dream start life game suddenly happen lose dime richer satisfy mind money youth friend lonely grow cold wealthiest person pauper time compare satisfy mind life end time trials love ones leave doubt thing certain come time leave world satisfy mind leave world satisfy mind,55,0.0011441648349639628,0.0011441648650742358,0.36366286158339667,0.2583603202505282,0.0011441648579613181,0.047193560028301315,0.06939874681577078,0.14344555587881944,0.10306481286311375,0.0011441648792607309,0.0011441648164161736,0.0011441647844782621,0.0011441647902412841,0.0011441647666334495,0.0011441648593590282,0.0011441647639930201,0.3815661215206325,0.45629823346922027,0.7580318855741824,0.0,0.40952184666117075,0.1321050267035367,world/life,0.7857142857142857
2546,the beach boys,good to my baby,1965,pop,good baby good baby good baby good baby think treat mean know see know couple girl good baby girl good baby know good baby good baby guy think better know want sure friends know stay couple come girl good baby girl good baby know good baby good baby good baby good baby good baby good baby girl good baby,59,0.361310341838132,0.0008920606625966912,0.0008920606744417261,0.0008920606867347341,0.000892060661724021,0.0008920606631470163,0.0008920606627818575,0.2108795176883571,0.0008920607607471364,0.0008920606622605765,0.0008920607740593167,0.000892060666991261,0.000892060660267525,0.11259376198785268,0.0008920606779597744,0.3018354680750684,0.513700855626557,0.7580186139527728,0.5281119760160403,1.831983805668017e-05,0.9690849134377576,0.8148090310728423,feelings,0.7857142857142857
2547,gary lewis & the playboys,love potion #9,1965,pop,haïti pay wound mother famille free throw ash cousins jamais hantent nuits duvalier rien arrete esprits gun kill soldier hide unmarked grave flower grow hear soldier angry yell river tous mortsnés forment armée soon reclaim earth tear body bring second birth haïti free peur sonner alarme enfants sont partis days blood warm,52,0.0023923445063311235,0.45917841437541057,0.0023923448008106407,0.0023923445671333093,0.0023923444984893616,0.0023923445199017495,0.0023923446092868543,0.0023923445227215516,0.002392344651467394,0.2472512984482086,0.0023923446118303904,0.0023923445877116725,0.19846832720685215,0.0023923445201100135,0.00239234469040597,0.0023923444976080436,0.6339218022311276,0.7381996256698202,0.4096379614838971,0.0,0.908285243198681,0.6706603849890006,violence,0.7857142857142857
2550,joan baez,"farewell, angelina",1965,pop,farewell bell crown steal bandits follow sound triangle tingle trumpet play slow farewell need anger need blame prove table stand edge mean farewell tremble leave queen forsake courtyard fiftytwo gypsies file past guard space deuce wild farewell fall crosseyed pirate sit perch shoot can sawedoff shotgun neighobrs clap cheer blast farewell change color leave fast kong little elves rooftops dance valentinotype tango makeup hand shut eye dead embarrass farewell embarrass go machine gun roar puppets heave rock fiends nail time bomb hand clock like farewell erupt quiet,87,0.0013495276754623248,0.43853083960185524,0.06485540204605783,0.0013495278153881234,0.05174693238618178,0.0013495279350646309,0.001349527709289164,0.0013495277776640632,0.0013495277691543156,0.0013495278309842821,0.371575558512197,0.05439787874057972,0.0013495277256182095,0.0013495277697596192,0.0013495278025326162,0.0013495277246968914,0.4779594931224954,0.40466117990923767,0.851405473298668,0.0,0.36211871393239903,0.051221619734269974,violence,0.7857142857142857
2558,the righteous brothers,you'll never walk alone,1965,pop,walk hold head high afraid dark golden sweet silver song walk wind walk rain dream toss blow walk walk heart walk walk,22,0.002392344507195752,0.002392344660644145,0.0023923445231480013,0.002392344500557683,0.0023923444999136186,0.0023923444976077764,0.07928456191903528,0.0023923445369560536,0.0023923445307180166,0.07063867990060384,0.0023923446086960122,0.3911865519250125,0.0023923445044196803,0.0023923445320309573,0.4230050380811452,0.0023923444978357377,0.1746994476334886,0.47542496731020684,0.49999949799146387,4.321862348178139e-05,0.17147568013190434,0.1911659303073329,sadness,0.7857142857142857
2560,donovan,you're gonna need somebody on your bond,1965,pop,wine fine gonna need somebody go gonna need somebody go eye black midnight death come trippin arunnin gonna need somebody bond gonna miss somebody go gonna miss somebody go gonna tryin gonna cryin gonna miss somebody go seeee rise seeee rise gonna mornin eye stargaze gonna need somebody days gonna need somebody go gonna need somebody go mornin death come trippin arunnin gonna need somebody go,66,0.02298838521808308,0.06963795003012616,0.01507666515396139,0.000907441054679228,0.11891826262151046,0.05373059351414889,0.0009074410447304905,0.0009074410274304652,0.000907441102333934,0.0009074410492654877,0.026386704866654478,0.08093956068942465,0.0009074410300547563,0.0009074410785077449,0.0009074410282213994,0.37500192166343327,0.7823026102025344,0.6326949209035202,0.7198792368265432,0.00024493927125506074,0.2982275350370981,0.3192980601596366,feelings,0.7857142857142857
2569,andy williams,do you hear what i hear?,1965,pop,hear hear hear hear hear hear say night wind little little dance night tail kite tail kite say little hear hear hear hear ring hear hear hear hear song song high tree voice voice say mighty know know know know palace warm mighty know know know know child child shiver cold bring silver gold bring silver gold say people listen pray peace people listen child child sleep night bring goodness light bring goodness light,74,0.0007855459663981381,0.0007855459741080917,0.0007855459622692035,0.0007855460060101246,0.0007855459599647122,0.061427937919366855,0.0007855459682800123,0.16491881013862458,0.0007855459659760305,0.4176471822351464,0.000785545982493504,0.19697155360699778,0.1480368725676439,0.000785545959471589,0.0007855459622568482,0.0007855459558743354,0.46063034766598077,0.6043381278363202,0.7510037660680383,0.0,0.2662819455894476,0.31429289883728095,music,0.7857142857142857
2571,the beach boys,in the back of my mind,1965,pop,bless world cling time break tear mind fear live life true know sure live plain mind afraid go change try thoughts away come try rationalize realize things good know hard girl understand mind leave mind,35,0.00159489644136231,0.0015948963902652907,0.4494945851052797,0.07528311631984186,0.0015948963350906212,0.0015948963639786748,0.0015948963561201815,0.19478747436328664,0.0015948963568356964,0.0015948963478041856,0.0015948963642964972,0.0015948963463835923,0.001594896401244611,0.033502027487795995,0.16997946716177326,0.05621967685687426,0.22343766922993613,0.660692767223034,0.3564250566516633,0.0,0.41467436108821104,0.3273063182754055,world/life,0.7857142857142857
2573,donovan,summer day reflection song,1965,pop,asleeping eye heed colour sunlight pattern touch wall kerchiefs sail fall sleep dragon kite wheel turn spin attack rook fail sound fairy tales walkin pebbles see precious stone minute pass groove spend yawn jewel castle build freak feel guilt word stab hilt pick ashifting marionette dangle death insensitivity wizard wand spell con asmiling asmiling eye heed colour sunlight pattern touch wall kerchiefs sail fall asmiling,65,0.0018796992653102747,0.35670818001501997,0.0018796993227666759,0.07330094798305205,0.0018796992570971989,0.0018796992541913217,0.0018796994063111005,0.0018796993030738784,0.0716818411126079,0.0018796993286597857,0.0018796994506496024,0.47011354083655416,0.0018796992594223292,0.0018796992923076127,0.0018796993729342459,0.0018796995962540141,0.7216506011047331,0.4081224521190677,0.8343371830694609,0.019838056680161944,0.7392827699917559,0.16413805916661256,violence,0.7857142857142857
2579,patti page,"hush, hush, sweet charlotte",1965,pop,hush hush sweet hush hush sweet till die hold darling hold tight brush tear weep dream night dream say goodbye hold roses hand roses give tell passion white true hush hush sweet hush hush sweet till die night shall night go wind sing lullaby sweet love hush hush sweet hush hush sweet till die,54,0.0014224751235878766,0.1567997219156484,0.0014224751557264648,0.0014224751945110952,0.0014224751108863323,0.0014224751275640154,0.7110865553552892,0.0014224751737932498,0.001422475118173102,0.06146382449208624,0.0014224751794926253,0.0014224752117991833,0.030351888626500814,0.0014224751101104206,0.0014224752543619517,0.020383357473606853,0.2960034658290914,0.47183549983334605,0.7851403465264525,0.0,0.5043281121187139,0.16313702690214146,romantic,0.7857142857142857
2584,four tops,ask the lonely,1965,pop,lonely feel remember lonely know hurt pain lose regain lonely young foolish laugh away confident sure fate bring lonely vainly heart yearn lose return lonely tell tell story sadness story hard believe tell loneliest lonely loneliest lonely lonely loneliest,39,0.0016977929015338214,0.0016977929399363777,0.10392690829319612,0.0016977928862087115,0.0016977928753734385,0.0016977929116106772,0.0016977928970562306,0.25326770722006087,0.0016977929093190947,0.00169779301997655,0.0016977929026662085,0.0016977929144374971,0.03302088021354032,0.0016977928853988285,0.5843176105319233,0.001697792967562877,0.42272284197985494,0.7598902648514216,0.5331320613775717,0.0,0.33738664468260515,0.5745612875997728,sadness,0.7857142857142857
2587,the beach boys,when i grow up (to be a man),1965,pop,grow things turn look wish hadn joke sound grow look things woman girl fourteen settle fast want travel world sixteen seventeen young free oooooo ooooooo oooooooo kid proud think square eighteen nineteen have yeah want share twentyone wife rest life twentytwo twentythree forever twentyfour twentyfive kind twentysix twentyseven forever twentyeight twentynine kind thirty thirtyone forever thirtytwo,56,0.001503759401390363,0.0015037594480927993,0.49099647085261433,0.0015037594333720979,0.03014307926972217,0.001503759449515906,0.03325461401261443,0.001503759509564057,0.001503759466107728,0.027681865485245104,0.09846387637644591,0.001503759480528861,0.09505811954194002,0.14817239548085306,0.0015037594704345337,0.001503759399992389,0.36207083288205355,0.7768376791528856,0.6154614613066881,0.0,0.6310799670239076,0.7687615469071706,world/life,0.7857142857142857
2589,andy williams,almost there,1965,pop,wonderful wonderful share warm caress tenderness dream come true wait long time kiss apart darling right time kiss start soon paradise paradise rare close eye soon paradise paradise rare close eye close eye close eye almooost aaalmost,37,0.0020242916895241467,0.0020242915418611377,0.00202429156713469,0.24172202104034013,0.0020242915013539997,0.0020242915009109144,0.374304315354061,0.002024291537387575,0.0020242915313791925,0.0020242916118488907,0.0020242915324295203,0.2770758945782021,0.002024291507731338,0.0020242915185158905,0.07653339595424237,0.00202429149965302,0.3967291237950829,0.5417531984719124,0.8253010294187044,0.00012246963562753037,0.4579554822753504,0.3743548347055483,romantic,0.7857142857142857
2592,the byrds,lay down your weary tune,1965,pop,weary tune song strum rest beneath strength string voice sruck sound know night go morning breeze like bugle blow drum weary tune song strum rest beneath strength string voice ocean wild like organ play seaweed weave strand crashin wave like cymbals clash rock sand weary tune song strum rest beneath strength string voice leave fell tree cling breast branch bare like banjo play wind listen best weary tune song strum rest beneath strength string voice,75,0.0010526315891924282,0.001052631630789035,0.06362987289703137,0.0010526316074460811,0.0010526315818701244,0.0010526315919811647,0.0010526315840535515,0.0010526316601118205,0.001052631630183331,0.5011382409649779,0.001052631664708897,0.2867400773489793,0.033151389518926225,0.0633301675327378,0.0010526316110627716,0.0010526316384351529,0.4259720567529514,0.6708971104786811,0.4949794126299324,0.0,0.5960428689200329,0.47445806115266054,music,0.7857142857142857
2602,sonny & cher,500 miles,1965,pop,lord lord lord lord lord away home miss train know go hear whistle blow hear whistle blow shirt lord home lord home lord lord lord lord away home home miss train know go hear whistle blow lord away home lord lord lord lord lord away home,46,0.0012239902381821835,0.0012239902137136905,0.0012239902227626515,0.0012239902144338662,0.0012239902182950744,0.45762320341110047,0.0012239902217478507,0.0012239903492825255,0.0012239902317278863,0.3000665430614737,0.0012239902296797191,0.001223990227046093,0.0012239902083213908,0.0012239902255194598,0.08810333110857134,0.08676576904809484,0.4508827033466912,0.6774094300438427,0.3664652273747263,0.0,0.33120362737015663,0.4654487707724205,music,0.7857142857142857
2603,john farnham,you're the voice,1965,pop,turn page write want write gotta end meet older daughter long look barrel voice understand noise clear woah gonna silence gonna live fear woah time know stand power powerful believe better daughter look barrel voice understand noise clear woah gonna silence gonna live fear woah daughter long look barrel voice understand noise clear woah gonna silence gonna live fear woah voice understand noise clear woah gonna silence gonna live fear woah voice understand noise clear woah gonna silence gonna live fear woah voice understand noise clear woah gonna silence gonna live fear woah gonna silence gonna silence gonna live fear woah voice understand noise clear woah gonna silence gonna live fear woah,112,0.0006418485289351636,0.41285992207553385,0.3318993673696725,0.0006418485926817817,0.0006418485304853932,0.0006418485300905575,0.0006418485433791588,0.000641848570042227,0.0006418485413260939,0.0006418485739071993,0.0006418485414906636,0.0006418485500127578,0.0006418485468145264,0.0006418485585155844,0.000641848536497247,0.0006418485248230472,0.48012563630455973,0.7908366023126425,0.2329309567579887,0.00347165991902834,0.7310387469084912,0.8558513539161582,violence,0.7857142857142857
2606,"peter, paul and mary",hangman,1965,pop,slack rope hangman slack think father comin ridin mile father bring pay come hangin gallows tree bring pay come hangin gallows tree slack rope hangman slack think mother comin ridin mile mother bring pay come hangin gallows tree bring pay come hangin gallows tree slack rope hangman slack think brother comin ridin mile brother bring pay come hangin gallows tree bring pay come hangin gallows tree slack rope hangman slack think true comin rid mile true bring pay come hangin gallows tree bring pay come hangin gallows tree,88,0.18536999092551018,0.0010526315965067614,0.0010526316312522517,0.001052631585488732,0.0010526315809778646,0.0010526316150310604,0.0010526316568086232,0.06048138704853178,0.36408024206922884,0.10886884124199449,0.001052631674806639,0.0010526316206194313,0.2664626962417643,0.0010526315853065713,0.0010526315910204262,0.00105263157894751,0.6393371601862884,0.3815091146834859,0.8835340196124696,0.025607287449392713,0.8134789777411376,0.10908128462070085,obscene,0.7857142857142857
2610,donovan,universal soldier,1965,pop,foottwo feetfour fight missiles spear thirtyone seventeen soldier thousand years catholic hindu atheist jain buddhist baptist know shouldn kill know kill friend fight fight fight fight russians fight japan think fight democracy fight reds say peace decide live see write wall hitler condemn laval stand give body weapon kill universal soldier blame order come away come brothers,57,0.001594896457558678,0.6837509565555306,0.0015948965117806035,0.0015948963524420494,0.00159489633646793,0.0015948963507384124,0.0015948963405757858,0.19454571511875768,0.001594896363529617,0.0015948964057219412,0.0015948963886661253,0.0015948963658937933,0.05455944302086572,0.0015948963472109648,0.04322043972808028,0.0015948963334214536,0.578685151088487,0.5922364946286183,0.591365051571337,0.0,0.48577906018136857,0.2762536727873783,violence,0.7857142857142857
2611,the impressions,woman's got soul,1965,pop,best lookin woman charm ladies high society woman soul money gold belong woman soul regular fellow need need cadillac diamonds woman hold soul richer richest gold woman soul need woman class class woman mean gonna need kind woman hold fit tight yeah throw fight know woman soul money gold richer richest gold woman soul woman soul,56,0.0011961722583763623,0.03261891925701783,0.0011961722966743738,0.0011961722702994236,0.10413654420368595,0.001196172272296925,0.4172294240697929,0.001196172342334145,0.20398714238919544,0.0011961722809945268,0.0011961722969198918,0.07128611034833829,0.001196172272681534,0.0011961722805716153,0.0011961722828337084,0.0011961722499808103,0.6869923101917037,0.6813065661615773,0.7791162440926146,0.0,0.7052761747732892,0.4674508353013627,romantic,0.7857142857142857
2612,paul simon,april come she will,1965,pop,come stream ripe swell rain stay rest arm change tune restless walk prowl night july warn flight autumn wind blow chilly cold september remember grow,25,0.0032894739495183635,0.0032894739342449277,0.2587965446094718,0.06838871265696467,0.0032894736842109147,0.0032894737126737315,0.0661801824851998,0.0032894737657796222,0.0032894737325765504,0.419419542355586,0.003289473869672359,0.0032894739792408505,0.0032894737497413625,0.0032894737167737816,0.14116238411820353,0.0032894736842109147,0.33607711469728163,0.5051919083147449,0.8875500879016948,0.1417004048582996,0.21990931574608408,0.16113496237319924,music,0.7857142857142857
2622,jan & dean,popsicle,1966,pop,phys teacher work hard relax school sit baby hold hand ding ling come popsicle orange lemon lime fudge tutti frutti grape fine chick good eat popsicle stick popsicle bama bama popsicle bama want cool trick come stick people popsicles kick baby save stick brother sister quiet mouse popsicle stick build popsicle house popsicle bama bama popsicle bama want cool trick come stick hear ding ling popsicle goody save popsicle wrappers long phonograph play record popsicle bama bama popsicle bama want cool trick come stick,84,0.1377130081024269,0.10031084287265943,0.0013157895878282613,0.0013157896883291165,0.0013157894769858169,0.0958755016319052,0.0013157897781441753,0.0013157895135385192,0.35546453258668154,0.001315789616015286,0.21889983966301022,0.0013157894910204146,0.0013157896189580334,0.001315789542099119,0.0013157895039319434,0.0013157896259886242,0.5754359363153905,0.6281311693972258,0.5512043686790851,0.13461538461538464,0.9711459192085737,0.8017956116347176,obscene,0.7714285714285715
2625,the lovin' spoonful,lovin' you,1966,pop,wond gonna sleepin sleepin sittin lovin close eye lovin sittin sittin lovin wond weren sleepin outside findin walkin avenues findin sittin sittin lovin reason runnin round finger forehead calm feet care business street walkin streets walkin goin home couldn till leavin cause sittin lovin lovin lovin lovin wond gonna sleepin sleepin sittin lovin close eye lovin cause sittin lovin lovin lovin,61,0.32900688767172426,0.0011198209066899042,0.0011198210083110025,0.0011198208419621028,0.0011198208566497517,0.0011198208835916275,0.0011198209003288563,0.0011198209601041655,0.4078402693904333,0.0011198208646470888,0.10979186943679514,0.08823069616892827,0.0011198208352973871,0.0011198208529257033,0.0011198209018575662,0.0011198208490618494,0.604678869273259,0.6634105068840858,0.3514049712901318,0.08188259109311741,0.7454657873042043,0.4484312222764113,obscene,0.7714285714285715
2626,smokey robinson & the miracles,whole lot of shakin' in my heart (since i met you),1966,pop,explain things sure explanation maybe maybe conversation tiptoe cloud pray fall soon forget like people need help convince ohohoh ohohoh cause feel shakin heart know shakin heart guy hang tell change act kinda strange realise life rearrange feel kinda insecure cause heart longer control knock jump stop know suppose heart tie knot ohohoh walk daily state shock ohohoh cause feel shakin heart know feel shakin heart heart tie knot ohohoh walk daily state shock ohohoh cause feel shakin heart know feel shakin heart,83,0.0009233610506375465,0.05213680985512266,0.03596643866527728,0.0009233610502542014,0.0009233610781291445,0.0009233610906362211,0.000923361046914824,0.33555266396349537,0.0009233610961877464,0.0009233610564131141,0.0009233610970434082,0.0009233610785990175,0.034668718628850057,0.034532464126737036,0.36184218960931797,0.07812448700773594,0.5689375067691976,0.6258236545906725,0.26606352014409657,0.0,0.9278647980214345,0.5555416745748215,sadness,0.7714285714285715
2627,martha reeves & the vandellas,i'm ready for love,1966,pop,stand mournful night time feel light watch moon kiss starlit feel need lips press close long afraid right feel need need comfort ready truly ready wonderful sweet sweet right ready try shield heart tender touch cause lose hurt softly walk solitude search heart need time feel cause need need comfort ready truly ready know ready wonderful sweet sweet ready right ready right wonderful come fill heart ecstasy finally open eye push fear fear aside time feel alive touch deep inside soon smile face rush warm embrace right ready truly ready wonderful sweet sweet right ready know ready wonderful sweet sweet right ready,102,0.0006341154439443761,0.04336014153937683,0.0006341154396940802,0.36921162865725243,0.06948624841414534,0.0006341154113282049,0.19496230343577212,0.0006341154475970489,0.0006341154278150056,0.0006341154235033172,0.0006341154208414205,0.04647498798134567,0.0006341154128111194,0.0006341154254827894,0.22070314027409343,0.04819216454603152,0.5028701397162353,0.7078686254903468,0.7048189807419487,0.0,0.8639736191261335,0.6756655463113562,night/time,0.7714285714285715
2633,the beach boys,you still believe in me,1966,pop,know perfectly aware patient time break bring believe hard want help hard strong fail promise faithfully believe want,18,0.003508772005140725,0.0035087720749484757,0.5433883260880671,0.003508772130468412,0.003508771957709899,0.14305826089684454,0.0035087719964738717,0.0035087722956406698,0.0035087720368822332,0.0035087720745769217,0.0035087719703177215,0.003508771968861355,0.0035087719971922497,0.0035087719636538745,0.11610612644144178,0.003508772158621195,0.4725441351673346,0.5668794708099376,0.008543181268254287,0.9331983805668017,0.34666117065127783,0.28225986637420497,world/life,0.7714285714285715
2639,fontella bass,since i fell for you,1966,pop,leave home take go fell bring misery pain guess fell snub guess light blue bout night fell fell,18,0.0029239766518347745,0.0029239766527849416,0.0029239766498519236,0.002923976906303592,0.002923976609897391,0.002923976645424251,0.0029239766530072234,0.002923976851193828,0.07242713586857302,0.21052474855944223,0.0029239768103461856,0.1386560317876879,0.002923976643168004,0.002923976617681413,0.5345324332242231,0.002923977039991336,0.5765190079064226,0.6263107966053892,0.43975847365308596,1.0728744939271255e-05,0.5537922506183017,0.2712485114650227,sadness,0.7714285714285715
2642,the monkees,i'll be true to you,1966,pop,true true look twice girls true time clear easy heart sure girl wait true kind say girl game have look know wrong belong true dream fulfill promise true true dream fulfill promise true,33,0.0016447368620884717,0.0016447368716352223,0.1634363298081816,0.05872826298584299,0.0016447368447708663,0.001644736848593068,0.3058460665651805,0.2713211524727424,0.0016447369213160397,0.0016447368987645066,0.001644736883707726,0.0016447368812815572,0.001644736853807037,0.1776418717621267,0.0016447369369769077,0.00164473685614343,0.5342792158561682,0.6490269979232366,0.5401601808837158,5.961538461538462e-06,0.570280296784831,0.6266149653522712,romantic,0.7714285714285715
2643,nancy sinatra,time,1966,pop,cry time gonna leave away look eye tell hold darling uhmm uhmm uhhh long cry time absent make heart grow founder tear rain grow grow stronger live years cry time gonna leave away look eye tell hold darling long cry time better thats happen time sure come tomorrow cry time start walk door cry time gonna leave away look eye tell hold darling long cry time long cry time ooooh yeeah,71,0.000835421940890611,0.0008354219098701242,0.10741125936314579,0.2003190113892728,0.0008354218882125206,0.0008354219048429629,0.10415328466403787,0.10320749784977355,0.0008354219113366176,0.0008354219042424795,0.0008354219173840647,0.0008354219258473503,0.0008354218999787513,0.0008354219534604531,0.42047160954273066,0.0008354218939565013,0.5830174374526157,0.6856652052406225,0.7791162440926146,0.14979757085020245,0.701154163231657,0.4964807709710252,sadness,0.7714285714285715
2644,the seeds,no escape,1966,pop,hide kill pain inside go live escape heart escape lips escape baby bring tear escape darlin night escape baby escape escape escape loss need cause hide tear inside die escape heart escape lips escape baby yeah bring tear escape darlin night escape baby place stay escape escape escape hide kill pain inside go live escape heart escape lips escape darlin bring tear escape baby night escape baby place stay escape escape escape escape escape escape,75,0.1379450520377759,0.11224290159390486,0.02930248284957959,0.03426288187698764,0.021101796070824214,0.0007017543895493299,0.05858948024391832,0.0007017543927876153,0.0007017543961924955,0.000701754427593482,0.000701754402140982,0.0007017544114335777,0.000701754388828129,0.0007017543921187463,0.5981343525047452,0.0007017544587567245,0.5927650817719051,0.5731353998410378,0.2038144616611061,0.0,0.9690849134377576,0.5775643843931862,sadness,0.7714285714285715
